Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
The Secret of Monkey Island,1990,Adventure,3rd-person (Other),DOS,8.2,89% (60),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, CTO S.p.A.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Tetris DX,1998,Action,Side view,Game Boy Color,8.3,89% (9),Nintendo R&D1,Nintendo R&D1,0.0,1.0,Fixed / flip-screen
Return of the Obra Dinn,2018,Adventure,1st-person,Windows,8.5,89% (23),"3909, LLC.","3909, LLC.",0.0,1.0,"Graphic adventure, Puzzle elements"
Conker's Bad Fur Day,2001,Action,Diagonal-down,Nintendo 64,8.4,89% (39),Rare Limited,Rare Limited,0.0,1.0,"Platform, Puzzle elements, Shooter"
Black & White,2001,Simulation,Diagonal-down,Windows,8.0,89% (52),"Electronic Arts, Inc., Feral Interactive Ltd., ak tronic Software & Services GmbH, Sold Out Sales & Marketing Ltd.","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Broken Sword 2.5: The Return of the Templars,2008,Adventure,3rd-person (Other),Windows,7.9,89% (9),mindFactory,mindFactory,0.0,1.0,"Graphic adventure, Puzzle elements"
Command & Conquer: Red Alert,1996,Strategy,Diagonal-down,Windows,8.0,89% (39),"Virgin Interactive Entertainment, Inc., Electronic Arts, Inc., Dice Multi Media Europe B.V.","Virgin Interactive Entertainment, Inc.",0.0,1.0,Free-roaming camera
Crusader Kings III,2020,Strategy,Diagonal-down,Windows,8.1,89% (10),Paradox Interactive AB,Paradox Interactive AB,0.0,1.0,Free-roaming camera
DCS: A-10C Warthog,2011,DLC / Add-on,1st-person,Windows,8.0,89% (5),Eagle Dynamics SA,Eagle Dynamics SA,0.0,1.0,Flight / aviation
Donkey Kong Land 2,1996,Action,Side view,Game Boy,8.0,89% (11),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Fallout: New Vegas - Ultimate Edition,2012,Compilation,,Windows,8.1,89% (5),"ZeniMax Europe Ltd., Bethesda Softworks LLC, ak tronic Software & Services GmbH",ZeniMax Europe Ltd.,0.0,1.0,
New York Nights: Success in the City,2005,Simulation,Isometric,J2ME,7.6,89% (5),Gameloft S.A.,Gameloft S.A.,0.0,1.0,
PixelJunk Monsters: Deluxe,2010,Strategy,3rd-person (Other),PSP,8.0,89% (6),Sony Computer Entertainment America Inc.,Sony Computer Entertainment America Inc.,0.0,1.0,Fantasy
Star Ocean,1996,Action,Top-down,SNES,7.6,89% (5),tri-Ace Inc.,tri-Ace Inc.,0.0,1.0,Isometric
The Bitmap Brothers Volume I,1992,Compilation,,DOS,8.2,89% (5),Renegade Software,Renegade Software,0.0,1.0,
The Goat in the Grey Fedora,2005,Adventure,Side view,Windows,8.0,89% (5),Pinhead Games,Pinhead Games,0.0,1.0,Puzzle elements
BioShock Infinite,2013,Action,1st-person,Windows,8.2,89% (50),"2K Games, Inc., ak tronic Software & Services GmbH, Virtual Programming Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
The Beast Within: A Gabriel Knight Mystery,1995,Adventure,3rd-person (Other),Windows,8.2,89% (33),"Sierra On-Line, Inc., Activision Value Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
